MM,Mon,Date,Engine Type,Ship,Pos,Type of Removal,RMV ESN,INST ESN,Stat,Reason,CSR,TSR,P/F,Override,Root Cause,,
5,May,5/21/2017,V2500,9227,1,Stagger,V20248,,QRO,Stagger,1137,1990,,,,,
5,May,5/21/2017,JT8D-219,992,2,UER,726854,716765,CVG,Turbine Blades,3246,4603,,,,,
5,May,5/21/2017,CFM56-5A,3163,1,UER,731580,733243,MSP,Failed BSI,3792,6771,,,,,
5,May,5/21/2017,CFM56-5A,3222,2,UER,733122,733245,MSP,Performance,3596,6290,,,,,
5,May,5/22/2017,BR715,9545,1,Stagger,13243,,QRO,Stagger,3633,4794,,,,,
5,May,5/22/2017,BR715,9545,2,Stagger,13345,,QRO,Stagger,3633,4794,,,,,
5,May,5/22/2017,V2500,9237,1,UER,V20211,V20164,MSP,High EGT,1264,2214,,,,,
5,May,5/22/2017,JT8D-219,920,2,UER,725553,709840,ATL,Overboost,2090,2735,,,,,
5,May,5/22/2017,JT8D-219,933,2,UER,725691,725475,ATL,High EGT,1042,1354,,,,,
5,May,5/22/2017,JT8D-219,920,1,UER,726205,718273,ATL,Metal in Tailpipe,3107,4163,,,,,
5,May,5/23/2017,JT8D-219,9002,2,UER,725627,725773,ATL,Overtemp,3062,4121,,,,,
5,May,5/23/2017,JT8D-219,9002,1,UER,728009,725390,ATL,Overboost,1277,1690,,,,,
5,May,5/23/2017,CF6-80C2B6,1505,2,LLP,695521,690199,JFK,LLP,2594,18021,,,,,
5,May,5/24/2017,V2500,9224,2,UER,V20141,V20060,DEN,Compressor Stall,8817,15246,,,,,
5,May,5/24/2017,PW4060,186,1,LLP,727894,727922,ATL,LLP,3256,25378,,,,,
5,May,5/24/2017,PW2000,5649,1,LLP,728846,728837,LAX,LLP,4524,13574,,,,,
5,May,5/25/2017,JT8D-219,918,1,UER,718239,709968,ATL,External Engine,3918,5352,,,,,
5,May,5/26/2017,JT8D-219,929,1,UER,717329,725953,ATL,Overboost,1703,2282,,,,,
5,May,5/26/2017,JT8D-219,929,2,UER,726002,718531,ATL,Overboost,4354,6044,,,,,
5,May,5/26/2017,JT8D-219,996,2,UER,726078,725430,CVG,Oil Filter Clog,1572,2247,,,,,
5,May,5/28/2017,JT8D-219,920,2,UER,709840,725689,MSP,Overboost,21,22,LOW TIME,Y,Environmental,,
5,May,5/28/2017,BR715,9580,2,UER,13254,13198,ATL,Turbine Blades,5169,6653,,,,,
5,May,5/29/2017,CF6-80C2B6F,1613,1,UER,706113,704703,ATL,VSV Failure/Rig,2208,18464,,,,,
5,May,5/30/2017,CF6-80C2B8F,1809,1,UER,706163,706239,ATL,CRF Rework,756,5910,,,,,
5,May,5/30/2017,BR715,9553,1,UER,13194,13398,ATL,Turbine Blades,5940,7432,,,,,
5,May,5/30/2017,JT8D-219,940,1,Scheduled,718275,726822,CVG,LLP,1250,1645,,,,,
6,June,6/1/2017,CF6-80C2B6F,1605,1,UER,706110,703195,ATL,CRF Rework,405,3199,LOW TIME,Y,Proactive removal,,
6,June,6/2/2017,CFM56-5A,3216,2,Harvest,733207,,SBD,Harvest,4849,9700,,,,,
6,June,6/3/2017,CF6-80C2B8F,1801,1,UER,706232,706121,ATL,CRF Rework,75,618,LOW TIME,Y,Proactive removal,,
6,June,6/3/2017,V2500,9228,1,Stagger,V20045,,QRO,Stagger,610,1141,,,,,
6,June,6/3/2017,V2500,9228,2,Stagger,V20240,,QRO,Stagger,3305,5614,,,,,
6,June,6/3/2017,JT8D-219,930,2,UER,725790,725548,ATL,Turbine Blades,2702,3615,,,,,
6,June,6/3/2017,PW2000,5655,1,UER,727275,728790,ATL,Failed BSI,6513,12522,,,,,
6,June,6/3/2017,PW2000,696,1,UER,727289,716371,ATL,Metal in Tailpipe,6321,17423,,,,,
6,June,6/3/2017,CFM56-5A,3216,1,Harvest,733282,,SBD,Harvest,7288,14614,,,,,
6,June,6/4/2017,PW2000,6807,1,UER,728802,728772,ATL,Shingling,4213,21344,,,,,
6,June,6/4/2017,CFM56-5A,3232,2,Stagger,733299,731216,MSP,Stagger,140,266,,,,,
6,June,6/5/2017,CF6-80C2B8F,1816,2,UER,706192,706174,ATL,Oil consumption,193,1394,LOW TIME,,,,
6,June,6/5/2017,PW4060,1201,1,LLP,724639,724163,ATL,LLP,2796,21818,,,,,
6,June,6/5/2017,JT8D-219,993,1,UER,726081,725718,CVG,FOD,3654,5340,,,,,
6,June,6/6/2017,BR715,9550,2,Stagger,13169,,QRO,stagger,3575,4888,,,,,
6,June,6/6/2017,BR715,9550,1,Stagger,13329,,QRO,Stagger,5125,6521,,,,,
6,June,6/6/2017,JT8D-219,968,1,UER,718145,725362,CVG,External Engine,4333,6218,,,,,
6,June,6/6/2017,V2500,9226,2,UER,V20042,V20025,MSP,High EGT,933,1597,,,,,
6,June,6/6/2017,V2500,9249,2,Stagger,V20265,,VQQ,Stagger,505,894,,,,,
6,June,6/6/2017,JT8D-219,999,2,UER,725407,709714,ATL,External Engine,2950,4116,,,,,
6,June,6/7/2017,PW2000,6705,2,UER,716396,728739,ATL,Overtemp,2373,6603,,,,,
6,June,6/7/2017,V2500,9207,1,Stagger,V20125,,ATG,Stagger,2491,4402,,,,,
6,June,6/7/2017,V2500,9249,1,UER,V20220,,VQQ,Performance,5192,8502,,,,,
6,June,6/7/2017,CFM56-5A,3273,2,UER,733139,733387,SLC,Performance,5794,12029,,,,,
6,June,6/7/2017,CFM56-7B,3776,2,LLP,876426,,DTW,LLP,4479,12706,,,,,
6,June,6/8/2017,BR715,9576,1,UER,13154,13220,ATL,Turbine Blades,3576,4730,,,,,
6,June,6/8/2017,JT8D-219,986,2,UER,718223,728229,ATL,Oil consumption,2720,3888,,,,,
6,June,6/8/2017,V2500,9259,2,UER,V20015,V20232,MSP,High EGT,707,1224,LOW TIME,,,,
6,June,6/9/2017,PW4056,6308,1,UER,717513,727456,NRT,Internal Damage,600,5446,,,,,
6,June,6/9/2017,V2500,9244,1,UER,V20121,V20125,ATL,High EGT,1038,1817,,,,,
6,June,6/9/2017,JT8D-219,9016,2,UER,725423,726934,DTW,FOD,1653,2221,,,,,
6,June,6/10/2017,CF6-80C2B6F,1609,1,UER,702501,704805,LHR,Oil Leak,1012,8048,,,,,
6,June,6/10/2017,PW2000,672,2,UER,727224,716392,DTW,Performance,4631,19725,,,,,
6,June,6/11/2017,BR715,9540,1,UER,13342,13252,ATL,Turbine Blades,6523,8128,,,,,
6,June,6/11/2017,JT8D-219,907,2,LLP,725793,709936,CVG,LLP,2548,3515,,,,,
6,June,6/11/2017,PW2000,691,1,UER,728780,716599,ATL,Failed BSI,5878,14913,,,,,
6,June,6/11/2017,CFM56-5A,3252,2,Stagger,733234,733258,SLC,Stagger,6223,12887,,,,,
6,June,6/13/2017,JT8D-219,934,1,UER,725488,728210,ATL,FOD,811,1117,,,,,
6,June,6/13/2017,PW4168,3310,2,UER,733620,733629,ATL,FMP,4002,31078,,,,,
6,June,6/14/2017,PW2000,6715,1,UER,716588,716400,MSP,Failed BSI,4823,11376,,,,,
6,June,6/14/2017,CFM56-7B,3748,1,LLP,888113,888194,ATL,LLP,7111,21063,,,,,
6,June,6/15/2017,BR715,9546,2,Stagger,13200,,QRO,Stagger,3652,4747,,,,,
6,June,6/15/2017,BR715,9546,1,Stagger,13431,,QRO,Stagger,3652,4747,,,,,
6,June,6/15/2017,PW2000,689,2,UER,716357,716502,DTW,Performance,5822,14827,,,,,
6,June,6/15/2017,CFM56-5A,3259,2,UER,733393,733299,SLC,HPTB,12491,27083,,,,,
6,June,6/16/2017,PW2000,683,2,LLP,716324,728865,ATL,LLP,5142,11850,,,,,
6,June,6/16/2017,JT8D-219,9004,2,UER,718048,718127,ATL,Compressor Stall,3407,4581,,,,,
6,June,6/16/2017,PW4060,193,2,LLP,727654,727754,LAX,LLP,965,6279,,,,,
6,June,6/16/2017,CFM56-5A,3218,1,Harvest,731281,,SBD,Harvest,2580,5103,,,,,
6,June,6/16/2017,CFM56-5A,3218,2,Harvest,731607,,SBD,Harvest,2175,4348,,,,,
6,June,6/16/2017,PW4168,3304,1,UER,733542,735015,ATL,Failed BSI,3877,30213,,,,,
6,June,6/17/2017,PW2000,5652,1,UER,716420,727150,ATL,Failed BSI,3990,9004,,,,,
6,June,6/17/2017,PW4060,179,2,UER,724143,724751,ATL,Oil Leak,1878,15290,,,,,
6,June,6/18/2017,PW2000,633,2,LLP,716595,716486,ATL,LLP,3990,9004,,,,,
6,June,6/18/2017,PW2000,5810,2,Stagger,727227,728792,MSP,Stagger,2202,6553,,,,,
6,June,6/18/2017,CFM56-5A,3127,1,LLP,731686,,SLC,LLP,159,343,,,,,
6,June,6/19/2017,CF6-80C2B8F,1818,1,UER,706164,706163,ATL,High Time,3593,28532,,,,,
6,June,6/19/2017,JT8D-219,973,1,LLP,725733,726827,CVG,LLP,5549,7739,,,,,
6,June,6/19/2017,PW4060,177,1,UER,727465,724164,MCO,Failed BSI,619,4935,,,,,
6,June,6/20/2017,CFM56-5A,3160,1,UER,733368,,SLC,Performance,6793,14274,,,,,
6,June,6/20/2017,BR715,9528,1,LLP,13441,13151,ATL,LLP,6850,8629,,,,,
6,June,6/20/2017,JT8D-219,964,1,UER,718176,718235,BWI,Oil consumption,2591,3621,,,,,
6,June,6/20/2017,PW4060,172,1,LLP,724416,727679,ATL,LLP,5487,30797,,,,,
6,June,6/21/2017,JT8D-219,913,1,UER,709999,725442,ATL,External Engine,1753,2318,,,,,
6,June,6/21/2017,BR715,9513,2,UER,13239,13391,ATL,Overtemp,6195,7709,,,,,
6,June,6/21/2017,V2500,9216,1,UER,V20046,,MSP,High EGT,6850,11639,,,,,
6,June,6/21/2017,JT8D-219,9014,2,UER,725989,728196,ATL,Failed BSI,1797,2433,,,,,
6,June,6/22/2017,JT8D-219,9010,1,UER,718514,726081,CVG,Overboost,625,809,,,,,
6,June,6/22/2017,V2500,9252,2,Stagger,V20140,,VQQ,Stagger,5239,8609,,,,,
6,June,6/22/2017,V2500,9252,1,Stagger,V20192,,VQQ,Stagger,3724,6202,,,,,
6,June,6/22/2017,JT8D-219,9010,2,UER,725861,716778,CVG,Overboost,1051,1363,,,,,
6,June,6/23/2017,BR715,9549,2,Stagger,13325,,QRO,Stagger,5642,7059,,,,,
6,June,6/23/2017,BR715,9520,1,LLP,13348,13146,ATL,LLP,5644,7041,,,,,
6,June,6/23/2017,CFM56-7B,3774,1,LLP,888402,874943,DTW,LLP,5589,15942,,,,,
6,June,6/23/2017,CFM56-7B,3774,2,LLP,888578,658738,DTW,LLP,6334,18581,,,,,
6,June,6/24/2017,BR715,9550,2,UER,13200,13325,QRO,Failed BSI,3652,4747,,,,,
6,June,6/24/2017,PW2000,5637,1,LLP,728713,728830,LAX,LLP,3498,12456,,,,,
6,June,6/24/2017,CFM56-5A,3164,2,LLP,733334,733234,MSP,LLP,7471,15707,,,,,
6,June,6/25/2017,JT8D-219,980,2,UER,709862,725423,ATL,Overtemp,4240,5933,,,,,
6,June,6/25/2017,JT8D-219,980,1,UER,725867,726048,ATL,Overtemp,4659,6476,,,,,
6,June,6/25/2017,PW2000,6703,1,LLP,726722,728791,ATL,LLP,2111,5856,,,,,
6,June,6/26/2017,V2500,9202,1,Harvest,V20040,,BYH,Harvest,5445,8918,,,,,
6,June,6/26/2017,JT8D-219,919,1,UER,726908,718082,CVG,Performance,6872,9683,,,,,
6,June,6/27/2017,BR715,9549,1,Stagger,13343,,QRO,Stagger,3531,4761,,,,,
6,June,6/27/2017,PW2000,6714,1,UER,716320,,ATL,Oil Leak,248,772,LOW TIME,,,,
6,June,6/27/2017,JT8D-219,946,2,LLP,718589,725354,CVG,LLP,1524,2036,,,,,
6,June,6/27/2017,V2500,9202,2,Harvest,V20215,,VQQ,Harvest,3757,6236,,,,,
6,June,6/28/2017,JT8D-219,965,2,UER,708578,709999,ATL,Oil Leak,1583,2118,,,,,
6,June,6/28/2017,JT8D-219,932,2,UER,718500,717889,ATL,Oil Leak,3285,4430,,,,,
6,June,6/28/2017,PW2000,627,1,Harvest,727156,,SBD,Harvest,1354,2519,,,,,
6,June,6/29/2017,JT8D-219,947,2,UER,718059,725488,ATL,Metal in oil,315,431,LOW TIME,,,,
6,June,6/29/2017,V2500,9259,2,UER,V20232,V20266,ATL,Performance,77,130,LOW TIME,,,,
6,June,6/30/2017,V2500,9226,1,Stagger,V20021,,QRO,Stagger,1017,1758,,,,,
6,June,6/30/2017,V2500,9226,1,Stagger,V20025,,QRO,Stagger,84,160,,,,,
6,June,6/30/2017,JT8D-219,915,1,Stagger,725785,725795,QRO,Stagger,695,905,,,,,
6,June,6/30/2017,JT8D-219,911,1,Stagger,725795,,QRO,Stagger,350,486,,,,,
7,July,7/1/2017,PW2000,5652,2,UER,726637,728868,ATL,In Flight Shutdown,972,2754,,,,,
7,July,7/2/2017,JT8D-219,923,1,UER,718039,726915,JFK,Oil Leak,2320,3111,,,,,
7,July,7/2/2017,PW4060,183,2,LLP,724691,727874,ATL,LLP,3519,27440,,,,,
7,July,7/3/2017,V2500,9257,1,UER,V20004,V20246,MSP,Failed BSI,5325,9561,,,,,
7,July,7/3/2017,JT8D-219,961,1,UER,725534,726861,ATL,Failed BSI,1527,1995,,,,,
7,July,7/4/2017,JT8D-219,982,1,LLP,709920,718508,CVG,LLP,4562,6454,,,,,
7,July,7/4/2017,PW4056,6309,2,UER,717515,727523,NRT,Oil Leak,1524,13829,,,,,
7,July,7/4/2017,JT8D-219,9007,2,UER,725466,725861,ATL,High oil temp,315,415,LOW TIME,,,,
7,July,7/5/2017,JT8D-219,987,2,UER,709918,718141,CVG,Overboost,1776,2430,,,,,
7,July,7/5/2017,PW2000,627,2,Harvest,716548,,SBD,Harvest,5570,12663,,,,,
7,July,7/5/2017,JT8D-219,987,1,UER,726918,718083,CVG,Overboost,1848,2530,,,,,
7,July,7/5/2017,CFM56-5A,3128,1,LLP,733256,731607,SLC,LLP,8229,14539,,,,,
7,July,7/8/2017,BR715,9510,2,Stagger,13314,,QRO,Stagger,3670,4859,,,,,
7,July,7/8/2017,BR715,9510,1,Stagger,13315,,QRO,Stagger,3670,4859,,,,,
7,July,7/8/2017,JT8D-219,9007,1,UER,725512,725790,CVG,Turbine Blades,3496,4791,,,,,
7,July,7/8/2017,CFM56-5A,3267,1,Stagger,733290,,SLC,Stagger,7376,15359,,,,,
7,July,7/9/2017,CF6-80C2B8F,1811,2,UER,706253,706232,ATL,CRF Rework,381,2800,,,,,
7,July,7/9/2017,PW4060,0193,1,UER,724686,724639,ATL,Metal in oil,1328,8801,,,,,
7,July,7/9/2017,JT8D-219,981,2,UER,725813,725865,ATL,Gearbox,2014,2671,,,,,
7,July,7/9/2017,CFM56-5A,3264,2,Stagger,731459,731743,DTW,Stagger,5131,10918,,,,,
7,July,7/10/2017,JT8D-219,9020,2,UER,725529,725466,DTW,Oil Leak,988,1318,,,,,
7,July,7/12/2017,V2500,9207,2,Scheduled,V20009,V20157,MSP,LLP,7136,11640,,,,,
7,July,7/13/2017,CF6-80C2B6F,1701,2,UER,704999,706110,ATL,Metal in Tailpipe,109,910,LOW TIME,,,,
7,July,7/13/2017,GE90,7109,,UER,906757,,,FMP,3391,36754,,,,,
7,July,7/13/2017,V2500,9246,1,UER,V20033,V20206,MSP,High EGT,6540,10773,,,,,
7,July,7/14/2017,JT8D-219,0968,1,UER,725362,725631,ATL,FOD,1941,2723,,,,,
7,July,7/14/2017,JT8D-219,0957,2,UER,725449,709918,MSP,FOD,2998,4125,,,,,
7,July,7/14/2017,PW2000,5807,2,UER,728771,928778,SEA,Metal on Chip Detector,3214,9646,,,,,
7,July,7/15/2017,V2500,9250,2,Stagger,V20049,,VQQ,Stagger,6406,10616,,,,,
7,July,7/15/2017,V2500,9250,1,Stagger,V20147,,VQQ,Stagger,4426,7517,,,,,
7,July,7/15/2017,JT8D-219,0948,1,UER,728030,725484,DTW,Failed BSI,1700,2249,,,,,
7,July,7/15/2017,CFM56-5A,3122,1,UER,733272,,SLC,Performance,6487,11966,,,,,
7,July,7/16/2017,BR715,9577,2,LLP,13171,131413,ATL,LLP,6152,8001,,,,,
7,July,7/16/2017,V2500,9221,2,UER,V20051,N20228,MKE,Failed BSI,1574,2751,,,,,
7,July,7/16/2017,V2500,9275,1,Stagger,733301,733304,MSP,Stagger,5509,11534,,,,,
7,July,7/17/2017,JT8D-219,990,1,UER,726980,728253,MIA,Overtemp,3000,4189,,,,,
7,July,7/17/2017,PW2000,5647,2,UER,728839,728770,LAX,Metal on Chip Detector,3537,12705,,,,,
7,July,7/18/2017,JT8D-219,0932,1,UER,726025,725813,CVG,Oil Filter Clog,4369,6061,,,,,
7,July,7/19/2017,PW4060,1403,1,Stagger,724171,,SBD,Stagger,1219,4656,,,,,
7,July,7/19/2017,PW4060,0172,2,LLP,724655,727678,ATL,LLP,2990,23547,,,,,
7,July,7/19/2017,PW4060,1403,2,Stagger,724716,,SBD,Stagger,1524,5983,,,,,
7,July,7/19/2017,PW2000,6803,2,LLP,727217,728781,SEA,llp,3357,16871,,,,,
7,July,7/20/2017,V2500,7225,2,Scheduled,V20023,V20049,MSP,llp,9118,15775,,,,,
7,July,7/20/2017,JT8D-219,0904,2,UER,728188,728248,ATL,Overtemp,3020,4172,,,,,
7,July,7/21/2017,JT8D-219,0935,1,UER,708130,725362,ATL,Overtemp,3954,5427,,,,,
7,July,7/22/2017,BR715,9542,1,Stagger,13270,,QRO,Stagger,3736,4861,,,,,
7,July,7/22/2017,BR715,9542,2,Stagger,13316,,QRO,Stagger,3736,4861,,,,,
7,July,7/22/2017,JT8D-219,9017,1,UER,725661,717391,PIT,Turbine Blades,3040,4163,,,,,
7,July,7/22/2017,JT8D-219,929,1,UER,725953,726933,ATL,Overtemp,302,389,LOW TIME,,,,
7,July,7/22/2017,CFM56-7B,3712,2,LLP,889511,896734,ATL,LLP,5286,15734,,,,,
7,July,7/23/2017,V2500,9260,2,Scheduled,V20098,V20016,MSP,LLP,5484,9088,,,,,
7,July,7/23/2017,PW2000,6802,2,LLP,728769,727289,LAX,LLP,2989,14815,,,,,
7,July,7/23/2017,CFM56-5A,3151,2,LLP,733311,,DTW,LLP,4877,8518,,,,,
7,July,7/23/2017,CFM56-5A,3135,2,LLP,733357,733301,MSP,LLP,2294,4697,,,,,
7,July,7/24/2017,JT8D-219,997,2,UER,726088,725535,ATL,Overtemp,1264,4967,,,,,
7,July,7/25/2017,V2500,9222,2,UER,V20054,,MSP,In Flight Shutdown,5838,9725,,,,,
7,July,7/26/2017,PW4060,182,2,UER,727745,727739,ATL,Failed BSI,2379,18470,,,,,
7,July,7/26/2017,BR715,9520,2,UER,13272,13180,SLC,Performance,5807,7251,,,,,
7,July,7/26/2017,JT8D-219,9017,2,UER,718151,726078,ATL,External Engine,1812,2418,,,,,
7,July,7/26/2017,JT8D-219,0976,1,UER,725450,725449,CVG,Overtemp,4642,6480,,,,,
7,July,7/26/2017,JT8D-219,911,2,Stagger,725552,,QRO,Stagger,2818,3866,,,,,
7,July,7/26/2017,PW2000,5637,2,UER,728818,728751,MSP,Internal Damage,1598,5827,,,,,
7,July,7/26/2017,CFM56-7B,3606,1,UER,896825,38379,ATL,Bird Strike,11410,26161,#N/A,,,,
7,July,7/27/2017,CF6-80C2B8F,1805,2,UER,706233,704929,ATL,Metal on Chip Detector,148,1166,LOW TIME,,,,
7,July,7/27/2017,CF6-80C2B8F,1815,2,UER,706431,706192,ATL,Failed BSI,755,5885,,,,,
7,July,7/28/2017,JT8D-219,916,2,UER,717801,728225,ATL,Overboost,1776,2277,,,,,
7,July,7/28/2017,PW2000,5812,1,UER,727159,727203,ATL,Performance,3445,10474,,,,,
7,July,7/28/2017,CFM56-5A,3220,1,LLP,733101,718125,ATL,LLP,6086,12522,,,,,
7,July,7/29/2017,JT8D-219,9016,1,UER,718100,718125,ATL,External Engine,3700,5038,,,,,
7,July,7/30/2017,BR715,9527,2,UER,13328,13254,ATL,Turbine Blades,7036,8781,,,,,
7,July,7/30/2017,JT8D-219,919,2,UER,718149,718048,ATL,Overtemp,5483,7675,,,,,
7,July,7/30/2017,V2500,9233,1,Scheduled,V20043,V20147,MSP,LLP,6097,10012,,,,,
7,July,7/30/2017,JT8D-219,949,2,UER,725999,725552,QRO,External Engine,3744,4994,,,,,
7,July,7/31/2017,CFM56-5A,3123,2,UER,733316,,MSP,Oil Leak,2389,4930,,,,,
8,August,8/1/2017,JT8D-219,980,1,Convenience,726048,726048,ATL,For other maintenance,,,,,,,
8,August,8/2/2017,JT8D-219,9017,1,UER,717391,725512,DTW,Overboost,59,72,LOW TIME,,,,
8,August,8/2/2017,JT8D-219,974,1,LLP,725778,709937,CVG,LLP,4036,5526,,,,,
8,August,8/2/2017,JT8D-219,922,2,Stagger,725368,725771,QRO,Stagger,509,655,,,,,
8,August,8/3/2017,JT8D-219,9016,1,UER,718125,718037,ATL,Oil Filter Clog,26,33,LOW TIME,,,,
8,August,8/3/2017,Trent 890,7006,2,LLP,51399,51193,MSP,LLP,2320,23058,,,,,
8,August,8/4/2017,V2500,9264,1,UER,20116,20188,SAN,Metal in oil,7633,12952,,,,,
8,August,8/4/2017,CFM56-5A,3238,1,UER,733291,731573,MSP,HPTB,7082,14823,,,,,
8,August,8/5/2017,BR715,9586,2,UER,13380,13364,ATL,Wire harness,4170,5492,,,,,
8,August,8/5/2017,PW4060,186,1,UER,727922,727940,JFK,Failed BSI,611,5132,,,,,
8,August,8/6/2017,BR715,9534,1,LLP,13352,13243,ATL,LLP,3971,5368,,,,,
8,August,8/8/2017,JT8D-219,980,2,UER,725423,718151,ATL,Overboost,1888,2513,,,,,
8,August,8/8/2017,JT8D-219,980,1,UER,726048,717391,ATL,Overboost,235,291,LOW TIME,,,,
8,August,8/8/2017,PW2000,5802,1,UER,727172,728845,ATL,Failed BSI,2367,7141,,,,,
8,August,8/8/2017,PW2000,618,2,Harvest,728832,,N/A,Harvest,5344,14441,,,,,
8,August,8/9/2017,BR715,9529,1,UER,13353,13262,ATL,Turbine Blades,1925,2577,,,,,
8,August,8/10/2017,JT8D-219,937,2,UER,725513,708578,ATL,Failed BSI,3019,4158,,,,,
8,August,8/13/2017,BR715,9551,2,UER,13412,13380,ATL,Turbine Blades,6599,8288,,,,,
8,August,8/13/2017,PW4060,198,1,LLP,724741,727930,LAX,LLP,3424,23472,,,,,
8,August,8/13/2017,JT8D-219,977,1,UER,726972,709733,ATL,Metal on Chip Detector,2672,3606,,,,,
8,August,8/13/2017,PW2000,5815,1,UER,728805,728846,ATL,Performance,2249,6685,,,,,
8,August,8/13/2017,CFM56-5A,3237,1,UER,733369,731513,BZN,vibration,2516,5354,,,,,
8,August,8/14/2017,V2500,9221,2,UER,20228,20129,MSP,Compressor Stall,127,215,LOW TIME,,,,
8,August,8/14/2017,CF6-80A2,125,2,Harvest,580209,,N/A,Harvest,766,2398,,,,,
8,August,8/14/2017,CF6-80A2,125,1,Harvest,580362,,N/A,Harvest,1380,4562,,,,,
8,August,8/15/2017,JT8D-219,947,1,UER,718026,718100,ATL,Overtemp,3611,4989,,,,,
8,August,8/16/2017,PW4168,3309,1,UER,733571,733546,ATL,FMP,2616,20690,,,,,
8,August,8/17/2017,CFM56-5A,3147,1,UER,731728,733296,SLC,Performance,1449,3264,,,,,
8,August,8/18/2017,BR715,9576,1,Stagger,13220,13194,ATL,Stagger,391,517,,,,,
8,August,8/19/2017,PW2000,617,1,Harvest,716401,,N/A,Harvest,749,1706,,,,,
8,August,8/19/2017,PW2000,694,2,UER,716492,728795,SLC,Failed BSI,3261,9013,,,,,
8,August,8/19/2017,V2500,9211,1,UER,V20044,V20130,MSP,Performance,6649,11145,,,,,
8,August,8/19/2017,JT8D-219,9006,2,UER,726052,725892,ATL,Stall,2506,3396,,,,,
8,August,8/19/2017,CFM56-5A,3127,1,UER,733282,733148,MSP,External Engine,7522,151112,,,,,
8,August,8/20/2017,JT8D-219,916,2,UER,728225,718249,ATL,Metal on Chip Detector,101,130,LOW TIME,,,,
8,August,8/20/2017,CFM56-5A,3214,1,UER,731739,733173,SLC,Smoke in Cabin,928,1963,,,,,
8,August,8/21/2017,CF6-80C2B8F,1805,1,UER,706182,706253,ATL,Oil Leak,2526,20137,,,,,
8,August,8/21/2017,BR715,9556,1,UER,13432,13220,ATL,Turbine Blades,1283,1788,,,,,
8,August,8/21/2017,V2500,9224,2,UER,V20060,V20181,MSP,Failed BSI,401,677,LOW TIME,,,,
8,August,8/21/2017,JT8D-219,912,2,UER,725877,718059,CVG,Overtemp,5109,6940,,,,,
8,August,8/22/2017,JT8D-219,912,1,UER,725490,725627,CVG,Overtemp,650,830,,,,,
8,August,8/22/2017,PW4060,172,2,Stagger,727678,727894,ATL,Stagger,2383,16122,,,,,
8,August,8/23/2017,JT8D-219,9012,1,UER,725818,708527,ATL,FOD,2111,2817,,,,,
8,August,8/24/2017,BR715,9535,1,Stagger,13108,13154,ATL,Stagger,609,823,,,,,
8,August,8/25/2017,PW2000,635,1,UER,716446,716320,ATL,Compressor Stall,2715,5850,,,,,
8,August,8/26/2017,CFM56-5A,3123,1,UER,731769,733168,MSP,Oil Leak,2902,5911,,,,,
8,August,8/27/2017,BR715,9514,2,UER,13284,13197,ATL,Turbine Blades,6518,8401,,,,,
8,August,8/27/2017,CFM56-5A,3155,1,LLP,733216,733365,SLC,LLP,8743,16225,,,,,
8,August,8/28/2017,CF6-80C2B8F,1815,2,UER,706192,706233,BOS,Metal on Chip Detector,56,453,LOW TIME,,,,
8,August,8/28/2017,JT8D-219,904,1,UER,709913,725534,ATL,External Engine,2166,2932,,,,,
8,August,8/28/2017,JT8D-219,924,1,UER,725489,709724,ATL,External Engine,3560,4846,,,,,
8,August,8/28/2017,JT8D-219,904,2,UER,728248,725495,ATL,External Engine,108,130,LOW TIME,,,,
8,August,8/30/2017,JT8D-219,941,1,UER,725703,728009,ATL,Oil consumption,2744,3804,,,,,
8,August,8/30/2017,JT8D-219,928,1,Harvest,726022,,BYH,Harvest,1699,2250,,,,,
8,August,8/30/2017,JT8D-219,928,2,Harvest,726979,,BYH,Harvest,554,716,,,,,
8,August,8/31/2017,PW2000,686,1,LLP,716491,716595,ATL,LLP,4425,11683,,,,,
9,September,9/1/2017,CFM56-5A,3148,1,UER,733218,733282,MSY,FOD,4760,9251,,,,,
9,September,9/1/2017,JT8D-219,972,2,UER,726824,728225,ATL,Overboost,1365,1791,,,,,
9,September,9/2/2017,JT8D-219,937,2,UER,708578,726069,DTW,FOD,121,149,,,,,
9,September,9/2/2017,PW2000,6820,2,UER,728840,727275,ATL,Failed BSI,5010,11036,,,,,
9,September,9/3/2017,CFM56-5A,3214,2,UER,731756,731431,ATL,Smoke in Cabin,5016,10056,,,,,
9,September,9/3/2017,BR715,9520,1,Stagger,13146,13441,ATL,Stagger,382,507,,,,,
9,September,9/3/2017,V2500,9203,2,Harvest,V20036,,BYH,Harvest,5623,9258,,,,,
9,September,9/3/2017,V2500,9203,1,Harvest,V20280,,BYH,Harvest,1212,2146,,,,,
9,September,9/4/2017,PW2000,667,1,UER,716573,716357,ATL,LLP,7339,16844,,,,,
9,September,9/4/2017,CFM56-5A,3253,1,LLP,733292,733288,MSP,LLP,8540,18015,,,,,
9,September,9/4/2017,CFM56-5A,3263,1,Stagger,733113,733193,DTW,Stagger,7069,14932,,,,,
9,September,9/5/2017,PW4168,3360,2,UER,733614,733548,DTW,FMP,1983,18834,,,,,
9,September,9/5/2017,BR715,9521,1,UER,13238,13108,ATL,Turbine Blades,4788,6093,,,,,
9,September,9/6/2017,CF6-80C2B6F,1604,1,UER,704234,704883,ATL,CRF Rework,830,6707,,,,,
